,simulation_dir,initial_pressure_points,mof_cif_name,cut_off,base_template_path,force_field,nunber_of_cycles,nunber_of_initial_cycles,adsorbate,temperature,molecule_definition,translation_probability,reinsertion_probability,swap_probability,raspa_dir,description
20,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]YIVZIO_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
21,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]EKEKIQ_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
22,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]EXAPEA_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
23,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]YOCLEJ_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
24,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]TEQVAO_manual.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
25,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]YAVVUP_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
26,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]RITGEI_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
27,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]BENXUP_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
28,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]GIRYUD_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
29,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]QURPOK_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
30,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]TAJXIO06_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
31,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]ERANAO_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
32,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]NANYUX01_charged.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
33,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]UDAWUU_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
34,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]MAGVOG15_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
35,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]SUXYAM_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
36,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]OQANIE_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
37,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]REYCEF_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
38,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]LIZWEX_charged.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
39,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]RONSIY_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
40,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]ENUCOG_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
41,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]KIYQIU_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
42,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]j.inoche.2015.03.054_CIFs_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
43,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]LAGWIB_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
44,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]MATXAJ_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
45,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]WABWAY_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
46,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]BIBXUH_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
47,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]QAVWAN_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
48,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]UZATAR_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
49,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]AWASEY_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
50,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]QADWEY_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
51,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]SADLIU_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
52,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]LAPLOG_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
53,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]TOFLIL_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
54,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]PIHWAG_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
55,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]CAWDOU01_charged.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
56,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]CUTFON_charged.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
57,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]MEGBEH_manual.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
58,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]DAFSOV_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
59,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]GOYYIE_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
60,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006,"[50000, 150000]",[CoreMOF]jacs.5b12516_ja5b12516_si_004_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1.0,/home/dydtkddhkdwk/RASPA2,Large Scale N2 Simulation 10/06 03:58 Run
